"coverage","name","issn","ranking","category","update"
"INTERNATIONAL","Health Care Financing Review","0195-8631","3","Health Economics and Management","2014"
"INTERNATIONAL","Health Care Management Review","0361-6274","3","Health Economics and Management","2014"
"INTERNATIONAL","Health Economics Policy and Law","1744-1331","3","Health Economics and Management","2014"
"INTERNATIONAL","Journal of Health Politics, Policy and Law","0361-6878","3","Health Economics and Management","2014"
"INTERNATIONAL","Medical Care Research and Review","1077-5587","3","Health Economics and Management","2014"
"INTERNATIONAL","Public Health","0033-3506","3","Health Economics and Management","2014"
"INTERNATIONAL","Quality of Life Research","0962-9343","3","Health Economics and Management","2014"
"INTERNATIONAL","The International Journal of Technology Assessment in Health","0266-4623","3","Health Economics and Management","2014"
"INTERNATIONAL","Applied Health Economics and Policy","1175-5652","4","Health Economics and Management","2014"
"INTERNATIONAL","Health Care Management Science","1386-9620","4","Health Economics and Management","2014"
"INTERNATIONAL","Health Policy and Planning","0268-1080","4","Health Economics and Management","2014"
"INTERNATIONAL","Health Services Management Research","0951-4848","4","Health Economics and Management","2014"
"INTERNATIONAL","International Journal of Health Planning and Management","0749-6753","4","Health Economics and Management","2014"
"INTERNATIONAL","International Journal of Quality in Health Care","1353-4505","4","Health Economics and Management","2014"
"INTERNATIONAL","Journal d’Économie Médicale","0294-0736","4","Health Economics and Management","2014"
"INTERNATIONAL","Journal of Health Services Research and Policy","1355-8196","4","Health Economics and Management","2014"
"INTERNATIONAL","Sciences Sociales et Santé","0294-0337","4","Health Economics and Management","2014"
"INTERNATIONAL","Economic History Review","0013-0117","1","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Economics and Philosophy","0266-2671","1","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","History of Political Economy","0018-2702","1","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Journal of Economic History","0022-0507","1","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Business History","0007-6791","2","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","European Journal of the History of Economic Thought","0967-2567","2","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","European Review of Economic History","1361-4916","2","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Explorations in Economic History","0014-4983","2","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Journal of Economic Methodology","1350-178X","2","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Journal of the History of Economic Thought","1042-7716","2","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Politics, Philosophy & Economics","1470-594X","2","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Accounting Historians Journal","0148-4184","3","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Accounting History Review (ex Accounting Business and Financial History)","2155-2851","3","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Australian Economic History Review","0004-8992","3","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Business History Review","0007-6805","3","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Cahiers d'Économie Politique","0154-8344","3","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Cliometrica","1863-2513","3","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Enterprise & Society","1467-2235","3","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Financial History Review","0968-5650","3","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","History of Economic Ideas","1122-8792","3","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Research in Economic History","1054-1098","3","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Revue de Philosophie Économique","1376-0971","3","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Accounting History","1032-3732","4","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Business and Economic History","0849-6825","4","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Économies et Sociétés série ""Histoire de la Pensée Économique""","0013-0567","4","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Entreprises et Histoire","1161-2770","4","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Histoire Économie et Société","0752-5702","4","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Histoire Économique Quantitative (E&S, série AF)","0013-0567","4","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","History of Economics Review","1037-0196","4","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Journal of European Economic History","0391-5115","4","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Journal of Historical Research in Marketing","1755-750X","4","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Labor History","0023-656X","4","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Management and Organizational History","1744-9359","4","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Oeconomia","2113-5207","4","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Research in the History of Economic Thought and Methodology","0743-4154","4","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Scandinavian Economic History Review","0358-5522","4","History of Economic Thought, Economic and Business History, Methodology","2014"
"INTERNATIONAL","Industrial and Labor Relations Review","0019-7939","1","Human Resources Management","2014"
"INTERNATIONAL","Industrial Relations","0019-8676","1","Human Resources Management","2014"
"INTERNATIONAL","Organizational Behavior and Human Decision Processes","0749-5978","1","Human Resources Management","2014"
"INTERNATIONAL","Personnel Psychology","0031-5826","1","Human Resources Management","2014"
"INTERNATIONAL","British Journal of Industrial Relations","0007-1080","2","Human Resources Management","2014"
"INTERNATIONAL","Human Relations","0018-7267","2","Human Resources Management","2014"
"INTERNATIONAL","Human Resource Management","0090-4848","2","Human Resources Management","2014"
"INTERNATIONAL","Journal of Business Ethics","0167-4544","2","Human Resources Management","2014"
"INTERNATIONAL","Journal of Occupational and Organizational Psychology","0963-1798","2","Human Resources Management","2014"
"INTERNATIONAL","Journal of Organizational Behavior","0894-3796","2","Human Resources Management","2014"
"INTERNATIONAL","Journal of Vocational Behavior","0001-8791","2","Human Resources Management","2014"
"INTERNATIONAL","Leadership Quarterly","1048-9843","2","Human Resources Management","2014"
"INTERNATIONAL","European Journal of Industrial Relations","0959-6801","3","Human Resources Management","2014"
"INTERNATIONAL","Group and Organization Management","1059-6011","3","Human Resources Management","2014"
"INTERNATIONAL","Human Resource Management Journal","0954-5395","3","Human Resources Management","2014"
"INTERNATIONAL","Human Resource Management Review","1053-4822","3","Human Resources Management","2014"
"INTERNATIONAL","Industrial and Economic Democracy","0143-831X","3","Human Resources Management","2014"
"INTERNATIONAL","International Journal of Human Resource Management","0958-5192","3","Human Resources Management","2014"
"INTERNATIONAL","International Labour Review","0020-7780","3","Human Resources Management","2014"
"INTERNATIONAL","Personnel Review","0048-3486","3","Human Resources Management","2014"
"INTERNATIONAL","Relations Industrielles / Industrial Relations","0034-379X","3","Human Resources Management","2014"
"INTERNATIONAL","Revue de Gestion des Ressources Humaines","1163-913X","3","Human Resources Management","2014"
"INTERNATIONAL","Work and Occupations","0730-8884","3","Human Resources Management","2014"
"INTERNATIONAL","Work and Stress","0267-8373","3","Human Resources Management","2014"
"INTERNATIONAL","Work Employment and Society","0950-0170","3","Human Resources Management","2014"
"INTERNATIONAL","Asia Pacific Journal of Human Resources","1038-4111","4","Human Resources Management","2014"
"INTERNATIONAL","Business Ethics Quarterly","1052-150X","4","Human Resources Management","2014"
"INTERNATIONAL","Business Ethics: A European Review","0007-6503","4","Human Resources Management","2014"
"INTERNATIONAL","Employee Relations","0142-5455","4","Human Resources Management","2014"
"INTERNATIONAL","European Journal of Work & Organizational Psychology","1359-432X","4","Human Resources Management","2014"
"INTERNATIONAL","Gender, Work and Organization","0968-6673","4","Human Resources Management","2014"
"INTERNATIONAL","Human System Management","0167-2533","4","Human Resources Management","2014"
"INTERNATIONAL","Journal of Management Development","0262-1711","4","Human Resources Management","2014"
"INTERNATIONAL","Journal of Managerial Psychology","0268-3946","4","Human Resources Management","2014"
"INTERNATIONAL","Management & Avenir","1768-5958","4","Human Resources Management","2014"
"INTERNATIONAL","Review of Public Personnel Administration","0734-371X","4","Human Resources Management","2014"
"INTERNATIONAL","International Journal of Industrial Organization","0167-7187","1","Industrial Organization","2014"
"INTERNATIONAL","Journal of Economics and Management Strategy","1058-6407","1","Industrial Organization","2014"
"INTERNATIONAL","Journal of Industrial Economics","0022-1821","1","Industrial Organization","2014"
"INTERNATIONAL","RAND Journal of Economics","0741-6261","1","Industrial Organization","2014"
"INTERNATIONAL","Industrial and Corporate Change","0960-6491","2","Industrial Organization","2014"
"INTERNATIONAL","Information Economics and Policy","0167-6245","2","Industrial Organization","2014"
"INTERNATIONAL","Journal of Evolutionary Economics","0936-9937","2","Industrial Organization","2014"
"INTERNATIONAL","Journal of Regulatory Economics","0922-680X","2","Industrial Organization","2014"
"INTERNATIONAL","Review of Industrial Organization","0889-938X","2","Industrial Organization","2014"
"INTERNATIONAL","Small Business Economics","0921-898X","2","Industrial Organization","2014"
"INTERNATIONAL","Business and Politics","1369-5258","3","Industrial Organization","2014"
"INTERNATIONAL","Industry and Innovation","1366-2716","3","Industrial Organization","2014"
"INTERNATIONAL","International Journal of the Economics of Business","1357-1516","3","Industrial Organization","2014"
"INTERNATIONAL","Journal of Cultural Economics","0885-2545","3","Industrial Organization","2014"
"INTERNATIONAL","Managerial and Decision Economics","0143-6570","3","Industrial Organization","2014"
"INTERNATIONAL","Review of Network Economics","1446-9022","3","Industrial Organization","2014"
"INTERNATIONAL","Revue d'Économie Industrielle","0154-3229","3","Industrial Organization","2014"
"INTERNATIONAL","Journal of Media Economics","0899-7764","4","Industrial Organization","2014"
"INTERNATIONAL","Telecommunications Policy","0308-5961","4","Industrial Organization","2014"
"INTERNATIONAL","Utilities Policy","0957-1787","4","Industrial Organization","2014"
"INTERNATIONAL","Entrepreneurship: Theory and Practice","1042-2587","1","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Journal of Business Venturing","0883-9026","1","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Journal of Product Innovation Management","0737-6782","1","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Research Policy","0048-7333","1","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Economics of Innovation and New Technology","1043-8599","2","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Familly Business Review","0894-4865","2","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","International Small Business Journal","0266-2426","2","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Journal of Small Business Management","0047-2778","2","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Small Business Economics","0921-898X","2","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Strategic Entrepreneurship Journal","1932-4391","2","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Technological Forecasting and Social Change","0040-1625","2","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Entrepreneurship and Regional Development","0898-5626","3","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Industry and Innovation","1366-2716","3","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","International Journal of Technology Management","0267-5730","3","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Journal of Engineering and Technology Management","0923-4748","3","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Journal of International Entrepreneurship","1570-7385","3","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Journal of Technology Transfer","0892-9912","3","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","R&D Management","0033-6807","3","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Technovation","0166-4972","3","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Creativity and Innovation Management","0963-1690","4","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","European Journal of Innovation Management","1460-1060","4","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","IJEIM","1368-275X","4","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","International Entrepreneurship and Management Journal","1554-7191","4","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","International Journal of Entrepreneurial Behaviour and Research","1355-2554","4","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","International Journal of Entrepreneurship and Innovation","1465-7503","4","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","International Journal of Entrepreneurship and Small Business","1476-1297","4","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","International Journal of Innovation Management","1363-9196","4","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Journal of Enterprising Culture","0218-4958","4","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Journal of High Technology Management Research","1047-8310","4","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Journal of Private Enterprise","0890-913X","4","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Journal of Small Business and Enterprise Development","1462-6004","4","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Revue de l'Entreprenariat","1630-7542","4","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Revue Internationale PME","0776-5436","4","Innovation and Entrepreneurship","2014"
"INTERNATIONAL","Demography","0070-3370","1","Labor and population Economics","2014"
"INTERNATIONAL","Industrial and Labor Relations Review","0019-7939","1","Labor and population Economics","2014"
"INTERNATIONAL","Journal of Human Resources","0022-166X","1","Labor and population Economics","2014"
"INTERNATIONAL","Journal of Labor Economics","0734-306X","1","Labor and population Economics","2014"
"INTERNATIONAL","Economics of Education Review","0272-7757","2","Labor and population Economics","2014"
"INTERNATIONAL","Journal of Human Capital","1932-8575","2","Labor and population Economics","2014"
"INTERNATIONAL","Journal of Population Economics","0933-1433","2","Labor and population Economics","2014"
"INTERNATIONAL","Labour Economics","0927-5371","2","Labor and population Economics","2014"
"INTERNATIONAL","Population","0032-4663","2","Labor and population Economics","2014"
"INTERNATIONAL","Review of Income and Wealth","0034-6586","2","Labor and population Economics","2014"
"INTERNATIONAL","Education Economics","0964-5292","3","Labor and population Economics","2014"
"INTERNATIONAL","European Journal of Population","0168-6577","3","Labor and population Economics","2014"
"INTERNATIONAL","International Journal of Manpower","0143-7720","3","Labor and population Economics","2014"
"INTERNATIONAL","International Labour Review","0020-7780","3","Labor and population Economics","2014"
"INTERNATIONAL","Journal of Economic Education","0022-0485","3","Labor and population Economics","2014"
"INTERNATIONAL","Labour: Review of Labour Economics and Industrial Relations","1121-7081","3","Labor and population Economics","2014"
"INTERNATIONAL","Review of Economics of the Household","1569-5239","3","Labor and population Economics","2014"
"INTERNATIONAL","Formation Emploi","0759-6340","4","Labor and population Economics","2014"
"INTERNATIONAL","Journal of Income Distribution","0926-6437","4","Labor and population Economics","2014"
"INTERNATIONAL","Journal of Labor Research","0195-3613","4","Labor and population Economics","2014"
"INTERNATIONAL","Monthly Labor Review","0098-1818","4","Labor and population Economics","2014"
"INTERNATIONAL","Population Research and Policy Review","0167-5923","4","Labor and population Economics","2014"
"INTERNATIONAL","Socio-Économie du Travail (E&S, série AB)","0013-0567","4","Labor and population Economics","2014"
"INTERNATIONAL","Travail et Emploi","0224-4365","4","Labor and population Economics","2014"
"INTERNATIONAL","International Review of Law and Economics","0144-8188","1","Law and Economics","2014"
"INTERNATIONAL","Journal of Law and Economics","0022-2186","1","Law and Economics","2014"
"INTERNATIONAL","Journal of Law, Economics, and Organization","8756-6222","1","Law and Economics","2014"
"INTERNATIONAL","Journal of Legal Studies","0047-2530","1","Law and Economics","2014"
"INTERNATIONAL","American Law and Economics Review","1465-7252","2","Law and Economics","2014"
"INTERNATIONAL","Antitrust Bulletin","0003-603X","2","Law and Economics","2014"
"INTERNATIONAL","European Journal of Law and Economics","0929-1261","2","Law and Economics","2014"
"INTERNATIONAL","Journal of Competition Law and Economics","1744-6422","2","Law and Economics","2014"
"INTERNATIONAL","Review of Law and Economics","1555-5879","2","Law and Economics","2014"
"INTERNATIONAL","Antitrust Law and Economics Review","0003-6048","3","Law and Economics","2014"
"INTERNATIONAL","Antitrust Law Journal","0003-6056","3","Law and Economics","2014"
"INTERNATIONAL","Common Market Law Review","0165-0750","3","Law and Economics","2014"
"INTERNATIONAL","Journal of International Economic Law","1369-3034","3","Law and Economics","2014"
"INTERNATIONAL","Journal of Legal Economics","1054-3023","3","Law and Economics","2014"
"INTERNATIONAL","Law and Contemporary Problems","0023-9186","3","Law and Economics","2014"
"INTERNATIONAL","Research in Law and Economics","0193-5895","3","Law and Economics","2014"
"INTERNATIONAL","Revue Internationale de Droit Économique","1010-8831","3","Law and Economics","2014"
"INTERNATIONAL","World Competition. Law and Economics Review","1011-4548","3","Law and Economics","2014"
"INTERNATIONAL","Yale Journal on Regulation","0741-9457","3","Law and Economics","2014"
"INTERNATIONAL","Concurrences (articles)","1773-9578","4","Law and Economics","2014"
"INTERNATIONAL","Journal of World Trade","1011-6702","4","Law and Economics","2014"
"INTERNATIONAL","Review of Economic Research on Copyright Issues","1698-1359","4","Law and Economics","2014"
"INTERNATIONAL","Journal of Economic Dynamics and Control","0165-1889","1","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","Journal of Economic Growth","1381-4338","1","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","Journal of International Economics","0022-1996","1","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","Journal of Monetary Economics","0304-3932","1","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","Journal of Money, Credit and Banking","0022-2879","1","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","Economic Modelling","0264-9993","2","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","International Tax and Public Finance","0927-5940","2","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","Journal of International Money and Finance","0261-5606","2","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","Journal of Macroeconomics","0164-0704","2","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","Macroeconomic Dynamics","1365-1005","2","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","Review of Economic Dynamics","1094-2025","2","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","Review of International Economics","0965-7576","2","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","Review of World Economics","1610-2878","2","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","The B.E. Journal of Macroeconomics. Frontiers","1935-1690","2","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","World Economy","0378-5920","2","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","Économie Internationale / International Economics","1240-8093","3","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","International Journal of Central Banking","1815-4654","3","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","International Journal of Finance and Economics","1076-9307","3","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","International Monetary Fund Staff Papers","1020-7635","3","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","International Organization","0020-8183","3","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","Journal of Common Market Studies","0021-9886","3","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","Journal of Economic Integration","1225-651X","3","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","Journal of International Financial Markets, Institutions and Money","1042-4431","3","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","Journal of International Trade and Economic Development","0963-8199","3","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","Journal of the Japanese and International Economies","0889-1583","3","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","Open Economies Review","0923-7992","3","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","Pacific Economic Review","1361-374X","3","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","The B.E. Journal of Macroeconomics. Advances","1935-1690","3","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","Asian Economic Journal","1351-3958","4","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","International Economic Journal","1016-8737","4","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","International Trade Journal","0885-3908","4","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","Revue de l’OFCE","1265-9576","4","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","Structural Change and Economic Dynamics","0954-349X","4","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","World Trade Review","1474-7456","4","Macroeconomics, International and Monetary Economics","2014"
"INTERNATIONAL","MIS Quarterly","0276-7783","1","Management Information Systems","2014"
"INTERNATIONAL","European Journal of Information Systems","0960-085X","1","Management Information Systems","2014"
"INTERNATIONAL","Information Systems Research","1047-7047","1","Management Information Systems","2014"
"INTERNATIONAL","Journal of MIS","0742-1222","1","Management Information Systems","2014"
"INTERNATIONAL","Decision Support Systems","0167-9236","2","Management Information Systems","2014"
"INTERNATIONAL","IEEE Transactions on Engineering Management","0018-9391","2","Management Information Systems","2014"
"INTERNATIONAL","IEEE Transactions on Knowledge and Data Engineering","1041-4347","2","Management Information Systems","2014"
"INTERNATIONAL","IEEE Transactions on Software Engineering","0098-5589","2","Management Information Systems","2014"
"INTERNATIONAL","Information and Management","0378-7206","2","Management Information Systems","2014"
"INTERNATIONAL","Information and Organization","1471-7727","2","Management Information Systems","2014"
"INTERNATIONAL","Information Systems Journal","1350-1917","2","Management Information Systems","2014"
"INTERNATIONAL","International Journal of Electronic Commerce","1086-4415","2","Management Information Systems","2014"
"INTERNATIONAL","Journal of the Association for Information Systems","1536-9323","2","Management Information Systems","2014"
"INTERNATIONAL","Journal of Global Information Management","1062-7375","2","Management Information Systems","2014"
"INTERNATIONAL","Journal of Strategic Information Systems","0963-8687","2","Management Information Systems","2014"
"INTERNATIONAL","Systèmes d’Information et Management","1260-4984","2","Management Information Systems","2014"
"INTERNATIONAL","Business Process Management Journal","1463-7154","3","Management Information Systems","2014"
"INTERNATIONAL","Database for Advances in Information Systems","1532-0936","3","Management Information Systems","2014"
"INTERNATIONAL","Electronic Markets","1019-6781","3","Management Information Systems","2014"
"INTERNATIONAL","IEEE Transaction on Systems, Man and Cybernetics - A","1083-4427","3","Management Information Systems","2014"
"INTERNATIONAL","IEEE Transaction on Systems, Man and Cybernetics - C","1094-6977","3","Management Information Systems","2014"
"INTERNATIONAL","Information Technology and People","0959-3845","3","Management Information Systems","2014"
"INTERNATIONAL","International Journal of Human Computer Studies","1071-5819","3","Management Information Systems","2014"
"INTERNATIONAL","International Journal of Information Management","0268-4012","3","Management Information Systems","2014"
"INTERNATIONAL","Journal of Information Technology","0268-3962","3","Management Information Systems","2014"
"INTERNATIONAL","Journal of Organizational and End User Computing","1546-2234","3","Management Information Systems","2014"
"INTERNATIONAL","Knowledge Management Research & Practice","1477-8238","3","Management Information Systems","2014"
"INTERNATIONAL","ACM Transactions on Human Computer Interactions","1073-0516","4","Management Information Systems","2014"
"INTERNATIONAL","Business and Information Systems Engineering","1867-0202","4","Management Information Systems","2014"
"INTERNATIONAL","Communications of the AIS","1529-3181","4","Management Information Systems","2014"
"INTERNATIONAL","Electronic Journal of Information Systems Evaluation","1566-6379","4","Management Information Systems","2014"
"INTERNATIONAL","International Journal of Technology and Human Interaction","1548-3908","4","Management Information Systems","2014"
"INTERNATIONAL","Journal of Decision Systems","1246-0125","4","Management Information Systems","2014"
"INTERNATIONAL","Journal of Enterprise Information Management","1741-0398","4","Management Information Systems","2014"
"INTERNATIONAL","Réseaux","0751-7971","4","Management Information Systems","2014"
"INTERNATIONAL","Journal of Marketing","0022-2429","1","Marketing","2014"
"INTERNATIONAL","Journal of Consumer Psychology","1057-7408","1","Marketing","2014"
"INTERNATIONAL","Journal of Consumer Research","0093-5301","1","Marketing","2014"
"INTERNATIONAL","Journal of Marketing Research","0022-2437","1","Marketing","2014"
"INTERNATIONAL","Marketing Science","0732-2399","1","Marketing","2014"
"INTERNATIONAL","Industrial Marketing Management","0019-8501","2","Marketing","2014"
"INTERNATIONAL","International Journal of Research in Marketing","0167-8116","2","Marketing","2014"
"INTERNATIONAL","Journal of Business Research","0148-2963","2","Marketing","2014"
"INTERNATIONAL","Journal of Retailing","0022-4359","2","Marketing","2014"
"INTERNATIONAL","Journal of Service Research","1094-6705","2","Marketing","2014"
"INTERNATIONAL","Journal of the Academy of Marketing Science","0092-0703","2","Marketing","2014"
"INTERNATIONAL","Marketing Letters","0923-0645","2","Marketing","2014"
"INTERNATIONAL","Recherche et Application en Marketing","0767-3701","2","Marketing","2014"
"INTERNATIONAL","European Journal of Marketing","0309-0566","3","Marketing","2014"
"INTERNATIONAL","International Journal of Advertising","0265-0487","3","Marketing","2014"
"INTERNATIONAL","International Journal of Market Research","1470-7853","3","Marketing","2014"
"INTERNATIONAL","International Journal of Retail and Distribution Management","0959-0552","3","Marketing","2014"
"INTERNATIONAL","International Marketing Review","0265-1335","3","Marketing","2014"
"INTERNATIONAL","Journal of Advertising","0091-3367","3","Marketing","2014"
"INTERNATIONAL","Journal of Advertising Research","0021-8499","3","Marketing","2014"
"INTERNATIONAL","Journal of Business & Industrial Marketing","0885-8624","3","Marketing","2014"
"INTERNATIONAL","Journal of Interactive Marketing","1094-9968","3","Marketing","2014"
"INTERNATIONAL","Journal of International Marketing","1069-031X","3","Marketing","2014"
"INTERNATIONAL","Journal of Marketing Management","0267-257X","3","Marketing","2014"
"INTERNATIONAL","Journal of Public Policy and Marketing","0743-9156","3","Marketing","2014"
"INTERNATIONAL","Journal of Retailing and Customer Services","0969-6989","3","Marketing","2014"
"INTERNATIONAL","Journal of Services Marketing","0887-6045","3","Marketing","2014"
"INTERNATIONAL","Psychology and Marketing","0742-6046","3","Marketing","2014"
"INTERNATIONAL","Quantitative Marketing & Economics","1570-7156","3","Marketing","2014"
"INTERNATIONAL","Consumption, Markets & Cultures","1025-3866","4","Marketing","2014"
"INTERNATIONAL","Décisions Marketing","0779-7389","4","Marketing","2014"
"INTERNATIONAL","International Journal of Bank Marketing","0265-2323","4","Marketing","2014"
"INTERNATIONAL","Journal of Brand Management","1350-231X","4","Marketing","2014"
"INTERNATIONAL","Journal of Business to Business Marketing","1051-712X","4","Marketing","2014"
"INTERNATIONAL","Journal of Consumer Affairs","0022-0078","4","Marketing","2014"
"INTERNATIONAL","Journal of Consumer Marketing","0736-3761","4","Marketing","2014"
"INTERNATIONAL","Journal of MacroMarketing","0276-1467","4","Marketing","2014"
"INTERNATIONAL","Journal of Marketing Theory and Practice","1069-6679","4","Marketing","2014"
"INTERNATIONAL","Journal of Personal Selling and Sales Management","0885-3134","4","Marketing","2014"
"INTERNATIONAL","Journal of Product and Brand Management","1061-0421","4","Marketing","2014"
"INTERNATIONAL","Journal of Strategic Marketing","0965-254X","4","Marketing","2014"
"INTERNATIONAL","Journal of Travel & Tourism Marketing","1054-8408","4","Marketing","2014"
"INTERNATIONAL","Marketing Theory","1470-5931","4","Marketing","2014"
"INTERNATIONAL","Qualitative Market Research","1352-2752","4","Marketing","2014"
"INTERNATIONAL","European Journal of Operational Research","0377-2217","1","Operations Research","2014"
"INTERNATIONAL","Mathematical Programming","0025-5610","1","Operations Research","2014"
"INTERNATIONAL","Mathematics of Operations Research","0364-765X","1","Operations Research","2014"
"INTERNATIONAL","Operations Research","0030-364X","1","Operations Research","2014"
"INTERNATIONAL","Annals of Operations Research","0254-5330","2","Operations Research","2014"
